Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
3596     1.19541944e-08   -3.55396927e-02    3.18776140e+00    5.35711729e+00    1.52389360e-02   -4.98349464e-02
3597     1.19575277e-08   -4.94246339e-02    3.17459647e+00    5.36914444e+00    2.58949535e-02   -4.97212574e-02
3598     1.19608611e-08   -4.44310448e-02    3.17998141e+00    5.37183165e+00    2.68248438e-02   -4.96916927e-02
3599     1.19641944e-08   -2.24663068e-02    3.20184078e+00    5.36421073e+00    1.77191176e-02   -4.97569723e-02
3600     1.19675277e-08    8.07979689e-03    3.23181054e+00    5.34906042e+00    1.91436579e-03   -4.98934905e-02
3601     1.19708611e-08    3.55396927e-02    3.25843997e+00    5.33204571e+00   -1.46749977e-02   -5.00503229e-02
3602     1.19741944e-08    4.94246339e-02    3.27155686e+00    5.31972475e+00   -2.56517300e-02   -5.01669741e-02
3603     1.19775277e-08    4.44310448e-02    3.26614131e+00    5.31696093e+00   -2.66714463e-02   -5.01973201e-02
3604     1.19808611e-08    2.24663068e-02    3.24424391e+00    5.32486533e+00   -1.73012823e-02   -5.01292247e-02
3605     1.19841944e-08   -8.07979689e-03    3.21421412e+00    5.34030512e+00   -1.24333975e-03   -4.99898417e-02
3606     1.19875277e-08   -3.55396927e-02    3.18751851e+00    5.35725244e+00    1.52375029e-02   -4.98337164e-02
3607     1.19908611e-08   -4.94246339e-02    3.17435366e+00    5.36927999e+00    2.58940023e-02   -4.97200233e-02
3608     1.19941944e-08   -4.44310448e-02    3.17973867e+00    5.37196750e+00    2.68242381e-02   -4.96904557e-02
3609     1.19975277e-08   -2.24663068e-02    3.20159811e+00    5.36434662e+00    1.77185962e-02   -4.97557348e-02
3610     1.20008611e-08    8.07979689e-03    3.23156796e+00    5.34919609e+00    1.91366424e-03   -4.98922551e-02
3611     1.20041944e-08    3.55396927e-02    3.25819751e+00    5.33218096e+00   -1.46760605e-02   -5.00490917e-02
3612     1.20075277e-08    4.94246339e-02    3.27131455e+00    5.31985949e+00   -2.56532166e-02   -5.01657478e-02
3613     1.20108611e-08    4.44310448e-02    3.26589918e+00    5.31709520e+00   -2.66732862e-02   -5.01960984e-02
3614     1.20141944e-08    2.24663068e-02    3.24400196e+00    5.32499934e+00   -1.73032666e-02   -5.01280056e-02
3615     1.20175277e-08   -8.07979689e-03    3.21397232e+00    5.34043915e+00   -1.24517143e-03   -4.99886223e-02
3616     1.20208611e-08   -3.55396927e-02    3.18727684e+00    5.35738676e+00    1.52360771e-02   -4.98324939e-02
3617     1.20241944e-08   -4.94246339e-02    3.17411208e+00    5.36941471e+00    2.58930558e-02   -4.97187968e-02
3618     1.20275277e-08   -4.44310448e-02    3.17949715e+00    5.37210252e+00    2.68236354e-02   -4.96892263e-02
3619     1.20308611e-08   -2.24663068e-02    3.20135666e+00    5.36448168e+00    1.77180777e-02   -4.97545048e-02
3620     1.20341944e-08    8.07979689e-03    3.23132660e+00    5.34933094e+00    1.91296681e-03   -4.98910273e-02
3621     1.20375277e-08    3.55396927e-02    3.25795627e+00    5.33231538e+00   -1.46771171e-02   -5.00478680e-02
3622     1.20408611e-08    4.94246339e-02    3.27107347e+00    5.31999341e+00   -2.56546946e-02   -5.01645291e-02
3623     1.20441944e-08    4.44310448e-02    3.26565827e+00    5.31722867e+00   -2.66751159e-02   -5.01948842e-02
3624     1.20475277e-08    2.24663068e-02    3.24376122e+00    5.32513253e+00   -1.73052404e-02   -5.01267941e-02
3625     1.20508611e-08   -8.07979689e-03    3.21373174e+00    5.34057237e+00   -1.24699356e-03   -4.99874104e-02
3626     1.20541944e-08   -3.55396927e-02    3.18703638e+00    5.35752028e+00    1.52346585e-02   -4.98312791e-02
3627     1.20575277e-08   -4.94246339e-02    3.17387172e+00    5.36954862e+00    2.58921140e-02   -4.97175779e-02
3628     1.20608611e-08   -4.44310448e-02    3.17925686e+00    5.37223672e+00    2.68230358e-02   -4.96880044e-02
3629     1.20641944e-08   -2.24663068e-02    3.20111643e+00    5.36461593e+00    1.77175621e-02   -4.97532825e-02
3630     1.20675277e-08    8.07979689e-03    3.23108645e+00    5.34946497e+00    1.91227350e-03   -4.98898071e-02
3631     1.20708611e-08    3.55396927e-02    3.25771625e+00    5.33244900e+00   -1.46781675e-02   -5.00466519e-02
3632     1.20741944e-08    4.94246339e-02    3.27083360e+00    5.32012652e+00   -2.56561643e-02   -5.01633180e-02
3633     1.20775277e-08    4.44310448e-02    3.26541857e+00    5.31736132e+00   -2.66769355e-02   -5.01936776e-02
3634     1.20808611e-08    2.24663068e-02    3.24352170e+00    5.32526491e+00   -1.73072035e-02   -5.01255901e-02
3635     1.20841944e-08   -8.07979689e-03    3.21349238e+00    5.34070477e+00   -1.24880618e-03   -4.99862061e-02
3636     1.20875277e-08   -3.55396927e-02    3.18679714e+00    5.35765297e+00    1.52332471e-02   -4.98300717e-02
3637     1.20908611e-08   -4.94246339e-02    3.17363256e+00    5.36968172e+00    2.58911769e-02   -4.97163665e-02
3638     1.20941944e-08   -4.44310448e-02    3.17901777e+00    5.37237010e+00    2.68224392e-02   -4.96867901e-02
3639     1.20975277e-08   -2.24663068e-02    3.20087740e+00    5.36474936e+00    1.77170493e-02   -4.97520677e-02
3640     1.21008611e-08    8.07979689e-03    3.23084752e+00    5.34959818e+00    1.91158429e-03   -4.98885944e-02
3641     1.21041944e-08    3.55396927e-02    3.25747743e+00    5.33258180e+00   -1.46792117e-02   -5.00454433e-02
3642     1.21075277e-08    4.94246339e-02    3.27059493e+00    5.32025883e+00   -2.56576255e-02   -5.01621143e-02
3643     1.21108611e-08    4.44310448e-02    3.26518008e+00    5.31749316e+00   -2.66787450e-02   -5.01924784e-02
3644     1.21141944e-08    2.24663068e-02    3.24328338e+00    5.32539649e+00   -1.73091561e-02   -5.01243934e-02
3645     1.21175277e-08   -8.07979689e-03    3.21325422e+00    5.34083637e+00   -1.25060932e-03   -4.99850092e-02
3646     1.21208611e-08   -3.55396927e-02    3.18655911e+00    5.35778487e+00    1.52318429e-02   -4.98288718e-02
3647     1.21241944e-08   -4.94246339e-02    3.17339462e+00    5.36981400e+00    2.58902445e-02   -4.97151626e-02
3648     1.21275277e-08   -4.44310448e-02    3.17877988e+00    5.37250268e+00    2.68218457e-02   -4.96855833e-02
3649     1.21308611e-08   -2.24663068e-02    3.20063959e+00    5.36488198e+00    1.77165395e-02   -4.97508604e-02
3650     1.21341944e-08    8.07979689e-03    3.23060979e+00    5.34973059e+00    1.91089916e-03   -4.98873892e-02
3651     1.21375277e-08    3.55396927e-02    3.25723982e+00    5.33271380e+00   -1.46802498e-02   -5.00442421e-02
3652     1.21408611e-08    4.94246339e-02    3.27035747e+00    5.32039032e+00   -2.56590784e-02   -5.01609180e-02
3653     1.21441944e-08    4.44310448e-02    3.26494279e+00    5.31762420e+00   -2.66805444e-02   -5.01912866e-02
3654     1.21475277e-08    2.24663068e-02    3.24304627e+00    5.32552726e+00   -1.73110981e-02   -5.01232043e-02
3655     1.21508611e-08   -8.07979689e-03    3.21301726e+00    5.34096717e+00   -1.25240303e-03   -4.99838196e-02
3656     1.21541944e-08   -3.55396927e-02    3.18632227e+00    5.35791596e+00    1.52304459e-02   -4.98276793e-02
3657     1.21575277e-08   -4.94246339e-02    3.17315787e+00    5.36994549e+00    2.58893168e-02   -4.97139662e-02
3658     1.21608611e-08   -4.44310448e-02    3.17854320e+00    5.37263444e+00    2.68212553e-02   -4.96843840e-02
3659     1.21641944e-08   -2.24663068e-02    3.20040297e+00    5.36501380e+00    1.77160325e-02   -4.97496605e-02
3660     1.21675277e-08    8.07979689e-03    3.23037326e+00    5.34986219e+00    1.91021810e-03   -4.98861915e-02
3661     1.21708611e-08    3.55396927e-02    3.25700341e+00    5.33284499e+00   -1.46812818e-02   -5.00430484e-02
3662     1.21741944e-08    4.94246339e-02    3.27012121e+00    5.32052102e+00   -2.56605230e-02   -5.01597292e-02
3663     1.21775277e-08    4.44310448e-02    3.26470670e+00    5.31775445e+00   -2.66823339e-02   -5.01901022e-02
3664     1.21808611e-08    2.24663068e-02    3.24281035e+00    5.32565724e+00   -1.73130297e-02   -5.01220224e-02
3665     1.21841944e-08   -8.07979689e-03    3.21278150e+00    5.34109718e+00   -1.25418733e-03   -4.99826375e-02
3666     1.21875277e-08   -3.55396927e-02    3.18608663e+00    5.35804625e+00    1.52290560e-02   -4.98264942e-02
3667     1.21908611e-08   -4.94246339e-02    3.17292231e+00    5.37007617e+00    2.58883937e-02   -4.97127772e-02
3668     1.21941944e-08   -4.44310448e-02    3.17830771e+00    5.37276541e+00    2.68206679e-02   -4.96831920e-02
3669     1.21975277e-08   -2.24663068e-02    3.20016754e+00    5.36514481e+00    1.77155284e-02   -4.97484681e-02
3670     1.22008611e-08    8.07979689e-03    3.23013792e+00    5.34999299e+00    1.90954109e-03   -4.98850011e-02
3671     1.22041944e-08    3.55396927e-02    3.25676819e+00    5.33297538e+00   -1.46823077e-02   -5.00418621e-02
3672     1.22075277e-08    4.94246339e-02    3.26988614e+00    5.32065092e+00   -2.56619592e-02   -5.01585477e-02
3673     1.22108611e-08    4.44310448e-02    3.26447180e+00    5.31788390e+00   -2.66841134e-02   -5.01889251e-02
3674     1.22141944e-08    2.24663068e-02    3.24257562e+00    5.32578643e+00   -1.73149509e-02   -5.01208479e-02
3675     1.22175277e-08   -8.07979689e-03    3.21254692e+00    5.34122639e+00   -1.25596227e-03   -4.99814627e-02
3676     1.22208611e-08   -3.55396927e-02    3.18585218e+00    5.35817575e+00    1.52276732e-02   -4.98253165e-02
3677     1.22241944e-08   -4.94246339e-02    3.17268795e+00    5.37020605e+00    2.58874752e-02   -4.97115955e-02
3678     1.22275277e-08   -4.44310448e-02    3.17807341e+00    5.37289558e+00    2.68200835e-02   -4.96820075e-02
3679     1.22308611e-08   -2.24663068e-02    3.19993330e+00    5.36527503e+00    1.77150271e-02   -4.97472831e-02
3680     1.22341944e-08    8.07979689e-03    3.22990377e+00    5.35012300e+00    1.90886812e-03   -4.98838181e-02
3681     1.22375277e-08    3.55396927e-02    3.25653416e+00    5.33310499e+00   -1.46833275e-02   -5.00406831e-02
3682     1.22408611e-08    4.94246339e-02    3.26965226e+00    5.32078004e+00   -2.56633872e-02   -5.01573735e-02
3683     1.22441944e-08    4.44310448e-02    3.26423808e+00    5.31801256e+00   -2.66858830e-02   -5.01877553e-02
3684     1.22475277e-08    2.24663068e-02    3.24234207e+00    5.32591483e+00   -1.73168616e-02   -5.01196807e-02
3685     1.22508611e-08   -8.07979689e-03    3.21231353e+00    5.34135481e+00   -1.25772788e-03   -4.99802951e-02
3686     1.22541944e-08   -3.55396927e-02    3.18561891e+00    5.35830445e+00    1.52262974e-02   -4.98241460e-02
3687     1.22575277e-08   -4.94246339e-02    3.17245476e+00    5.37033515e+00    2.58865614e-02   -4.97104212e-02
3688     1.22608611e-08   -4.44310448e-02    3.17784028e+00    5.37302496e+00    2.68195021e-02   -4.96808303e-02
3689     1.22641944e-08   -2.24663068e-02    3.19970024e+00    5.36540445e+00    1.77145287e-02   -4.97461054e-02
3690     1.22675277e-08    8.07979689e-03    3.22967079e+00    5.35025221e+00    1.90819918e-03   -4.98826425e-02
3691     1.22708611e-08    3.55396927e-02    3.25630130e+00    5.33323380e+00   -1.46843413e-02   -5.00395114e-02
3692     1.22741944e-08    4.94246339e-02    3.26941955e+00    5.32090836e+00   -2.56648070e-02   -5.01562066e-02
3693     1.22775277e-08    4.44310448e-02    3.26400554e+00    5.31814044e+00   -2.66876427e-02   -5.01865928e-02
3694     1.22808611e-08    2.24663068e-02    3.24210970e+00    5.32604244e+00   -1.73187621e-02   -5.01185207e-02
3695     1.22841944e-08   -8.07979689e-03    3.21208132e+00    5.34148245e+00   -1.25948421e-03   -4.99791349e-02
3696     1.22875277e-08   -3.55396927e-02    3.18538681e+00    5.35843238e+00    1.52249288e-02   -4.98229828e-02
3697     1.22908611e-08   -4.94246339e-02    3.17222275e+00    5.37046345e+00    2.58856522e-02   -4.97092541e-02
3698     1.22941944e-08   -4.44310448e-02    3.17760834e+00    5.37315354e+00    2.68189238e-02   -4.96796604e-02
3699     1.22975277e-08   -2.24663068e-02    3.19946836e+00    5.36553308e+00    1.77140331e-02   -4.97449350e-02
3700     1.23008611e-08    8.07979689e-03    3.22943900e+00    5.35038064e+00    1.90753425e-03   -4.98814741e-02
3701     1.23041944e-08    3.55396927e-02    3.25606962e+00    5.33336183e+00   -1.46853490e-02   -5.00383469e-02
3702     1.23075277e-08    4.94246339e-02    3.26918802e+00    5.32103590e+00   -2.56662186e-02   -5.01550469e-02
3703     1.23108611e-08    4.44310448e-02    3.26377418e+00    5.31826754e+00   -2.66893925e-02   -5.01854375e-02
3704     1.23141944e-08    2.24663068e-02    3.24187851e+00    5.32616928e+00   -1.73206522e-02   -5.01173679e-02
3705     1.23175277e-08   -8.07979689e-03    3.21185027e+00    5.34160931e+00   -1.26123128e-03   -4.99779818e-02
3706     1.23208611e-08   -3.55396927e-02    3.18515589e+00    5.35855952e+00    1.52235671e-02   -4.98218269e-02
3707     1.23241944e-08   -4.94246339e-02    3.17199191e+00    5.37059097e+00    2.58847475e-02   -4.97080943e-02
3708     1.23275277e-08   -4.44310448e-02    3.17737756e+00    5.37328135e+00    2.68183484e-02   -4.96784978e-02
3709     1.23308611e-08   -2.24663068e-02    3.19923765e+00    5.36566093e+00    1.77135403e-02   -4.97437718e-02
3710     1.23341944e-08    8.07979689e-03    3.22920837e+00    5.35050828e+00    1.90687332e-03   -4.98803130e-02
3711     1.23375277e-08    3.55396927e-02    3.25583911e+00    5.33348907e+00   -1.46863508e-02   -5.00371897e-02
3712     1.23408611e-08    4.94246339e-02    3.26895765e+00    5.32116267e+00   -2.56676220e-02   -5.01538945e-02
3713     1.23441944e-08    4.44310448e-02    3.26354398e+00    5.31839387e+00   -2.66911326e-02   -5.01842893e-02
3714     1.23475277e-08    2.24663068e-02    3.24164848e+00    5.32629535e+00   -1.73225321e-02   -5.01162223e-02
3715     1.23508611e-08   -8.07979689e-03    3.21162039e+00    5.34173539e+00   -1.26296914e-03   -4.99768359e-02
3716     1.23541944e-08   -3.55396927e-02    3.18492613e+00    5.35868588e+00    1.52222124e-02   -4.98206781e-02
3717     1.23575277e-08   -4.94246339e-02    3.17176224e+00    5.37071772e+00    2.58838474e-02   -4.97069417e-02
3718     1.23608611e-08   -4.44310448e-02    3.17714795e+00    5.37340837e+00    2.68177760e-02   -4.96773423e-02
3719     1.23641944e-08   -2.24663068e-02    3.19900810e+00    5.36578800e+00    1.77130503e-02   -4.97426159e-02
3720     1.23675277e-08    8.07979689e-03    3.22897891e+00    5.35063515e+00    1.90621636e-03   -4.98791591e-02
3721     1.23708611e-08    3.55396927e-02    3.25560977e+00    5.33361554e+00   -1.46873465e-02   -5.00360397e-02
3722     1.23741944e-08    4.94246339e-02    3.26872845e+00    5.32128866e+00   -2.56690173e-02   -5.01527492e-02
3723     1.23775277e-08    4.44310448e-02    3.26331494e+00    5.31851942e+00   -2.66928629e-02   -5.01831483e-02
3724     1.23808611e-08    2.24663068e-02    3.24141961e+00    5.32642064e+00   -1.73244017e-02   -5.01150838e-02
3725     1.23841944e-08   -8.07979689e-03    3.21139168e+00    5.34186071e+00   -1.26469782e-03   -4.99756971e-02
3726     1.23875277e-08   -3.55396927e-02    3.18469753e+00    5.35881147e+00    1.52208647e-02   -4.98195365e-02
3727     1.23908611e-08   -4.94246339e-02    3.17153372e+00    5.37084369e+00    2.58829519e-02   -4.97057963e-02
3728     1.23941944e-08   -4.44310448e-02    3.17691950e+00    5.37353462e+00    2.68172066e-02   -4.96761941e-02
3729     1.23975277e-08   -2.24663068e-02    3.19877971e+00    5.36591430e+00    1.77125632e-02   -4.97414672e-02
3730     1.24008611e-08    8.07979689e-03    3.22875060e+00    5.35076124e+00    1.90556338e-03   -4.98780123e-02
3731     1.24041944e-08    3.55396927e-02    3.25538158e+00    5.33374124e+00   -1.46883363e-02   -5.00348968e-02
3732     1.24075277e-08    4.94246339e-02    3.26850041e+00    5.32141388e+00   -2.56704045e-02   -5.01516110e-02
3733     1.24108611e-08    4.44310448e-02    3.26308706e+00    5.31864421e+00   -2.66945835e-02   -5.01820144e-02
3734     1.24141944e-08    2.24663068e-02    3.24119189e+00    5.32654517e+00   -1.73262612e-02   -5.01139524e-02
3735     1.24175277e-08   -8.07979689e-03    3.21116411e+00    5.34198525e+00   -1.26641736e-03   -4.99745654e-02
3736     1.24208611e-08   -3.55396927e-02    3.18447009e+00    5.35893630e+00    1.52195240e-02   -4.98184020e-02
3737     1.24241944e-08   -4.94246339e-02    3.17130636e+00    5.37096889e+00    2.58820609e-02   -4.97046579e-02
3738     1.24275277e-08   -4.44310448e-02    3.17669220e+00    5.37366009e+00    2.68166401e-02   -4.96750530e-02
3739     1.24308611e-08   -2.24663068e-02    3.19855248e+00    5.36603982e+00    1.77120788e-02   -4.97403256e-02
3740     1.24341944e-08    8.07979689e-03    3.22852345e+00    5.35088656e+00    1.90491435e-03   -4.98768727e-02
3741     1.24375277e-08    3.55396927e-02    3.25515454e+00    5.33386617e+00   -1.46893202e-02   -5.00337610e-02
3742     1.24408611e-08    4.94246339e-02    3.26827351e+00    5.32153834e+00   -2.56717836e-02   -5.01504798e-02
3743     1.24441944e-08    4.44310448e-02    3.26286033e+00    5.31876823e+00   -2.66962944e-02   -5.01808876e-02
3744     1.24475277e-08    2.24663068e-02    3.24096533e+00    5.32666893e+00   -1.73281105e-02   -5.01128280e-02
3745     1.24508611e-08   -8.07979689e-03    3.21093770e+00    5.34210904e+00   -1.26812779e-03   -4.99734408e-02
3746     1.24541944e-08   -3.55396927e-02    3.18424379e+00    5.35906036e+00    1.52181901e-02   -4.98172745e-02
3747     1.24575277e-08   -4.94246339e-02    3.17108015e+00    5.37109332e+00    2.58811744e-02   -4.97035267e-02
3748     1.24608611e-08   -4.44310448e-02    3.17646605e+00    5.37378480e+00    2.68160766e-02   -4.96739190e-02
3749     1.24641944e-08   -2.24663068e-02    3.19832639e+00    5.36616458e+00    1.77115972e-02   -4.97391910e-02
3750     1.24675277e-08    8.07979689e-03    3.22829745e+00    5.35101111e+00    1.90426925e-03   -4.98757402e-02
3751     1.24708611e-08    3.55396927e-02    3.25492865e+00    5.33399034e+00   -1.46902982e-02   -5.00326323e-02
3752     1.24741944e-08    4.94246339e-02    3.26804777e+00    5.32166204e+00   -2.56731547e-02   -5.01493557e-02
3753     1.24775277e-08    4.44310448e-02    3.26263475e+00    5.31889149e+00   -2.66979957e-02   -5.01797677e-02
3754     1.24808611e-08    2.24663068e-02    3.24073991e+00    5.32679194e+00   -1.73299497e-02   -5.01117107e-02
