Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
1166     3.77188370e-09    4.49717050e+00    9.98516836e+00   -1.43982157e-02   -1.77567361e-01
1167     3.77521704e-09    4.50183188e+00    9.98956813e+00   -9.21146315e-03   -1.77987487e-01
1168     3.77855037e-09    4.48821461e+00    9.99835096e+00   -1.17656210e-04   -1.78191559e-01
1169     3.78188370e-09    4.46150830e+00    1.00076888e+01    8.92653401e-03   -1.78096238e-01
1170     3.78521704e-09    4.43192241e+00    1.00136488e+01    1.41184214e-02   -1.77746528e-01
1171     3.78855037e-09    4.41077391e+00    1.00142179e+01    1.37582909e-02   -1.77286312e-01
1172     3.79188370e-09    4.40614273e+00    1.00096708e+01    8.47018772e-03   -1.76889093e-01
1173     3.79521704e-09    4.41978333e+00    1.00017925e+01    2.99581978e-04   -1.76695310e-01
1174     3.79855037e-09    4.44647384e+00    9.99316106e+00   -8.07274762e-03   -1.76774080e-01
1175     3.80188370e-09    4.47602666e+00    9.98673266e+00   -1.37729510e-02   -1.77103274e-01
1176     3.80521704e-09    4.49717050e+00    9.98516837e+00   -1.43982059e-02   -1.77567361e-01
1177     3.80855037e-09    4.50183188e+00    9.98956814e+00   -9.21144910e-03   -1.77987487e-01
1178     3.81188370e-09    4.48821461e+00    9.99835097e+00   -1.17644208e-04   -1.78191559e-01
1179     3.81521704e-09    4.46150830e+00    1.00076888e+01    8.92653796e-03   -1.78096237e-01
1180     3.81855037e-09    4.43192241e+00    1.00136488e+01    1.41184159e-02   -1.77746527e-01
1181     3.82188370e-09    4.41077391e+00    1.00142179e+01    1.37582796e-02   -1.77286311e-01
1182     3.82521704e-09    4.40614273e+00    1.00096708e+01    8.47017551e-03   -1.76889093e-01
1183     3.82855037e-09    4.41978333e+00    1.00017925e+01    2.99572571e-04   -1.76695311e-01
1184     3.83188370e-09    4.44647384e+00    9.99316105e+00   -8.07275181e-03   -1.76774080e-01
1185     3.83521704e-09    4.47602666e+00    9.98673267e+00   -1.37729483e-02   -1.77103275e-01
1186     3.83855037e-09    4.49717049e+00    9.98516838e+00   -1.43981960e-02   -1.77567362e-01
1187     3.84188370e-09    4.50183188e+00    9.98956815e+00   -9.21143505e-03   -1.77987487e-01
1188     3.84521704e-09    4.48821461e+00    9.99835099e+00   -1.17632203e-04   -1.78191558e-01
1189     3.84855037e-09    4.46150830e+00    1.00076888e+01    8.92654191e-03   -1.78096237e-01
1190     3.85188370e-09    4.43192241e+00    1.00136488e+01    1.41184104e-02   -1.77746527e-01
1191     3.85521704e-09    4.41077391e+00    1.00142179e+01    1.37582683e-02   -1.77286311e-01
1192     3.85855037e-09    4.40614273e+00    1.00096707e+01    8.47016329e-03   -1.76889093e-01
1193     3.86188370e-09    4.41978333e+00    1.00017925e+01    2.99563163e-04   -1.76695311e-01
1194     3.86521704e-09    4.44647384e+00    9.99316105e+00   -8.07275599e-03   -1.76774081e-01
1195     3.86855037e-09    4.47602666e+00    9.98673267e+00   -1.37729456e-02   -1.77103275e-01
1196     3.87188370e-09    4.49717049e+00    9.98516839e+00   -1.43981861e-02   -1.77567362e-01
1197     3.87521704e-09    4.50183188e+00    9.98956817e+00   -9.21142099e-03   -1.77987487e-01
1198     3.87855037e-09    4.48821461e+00    9.99835100e+00   -1.17620196e-04   -1.78191558e-01
1199     3.88188370e-09    4.46150830e+00    1.00076888e+01    8.92654586e-03   -1.78096236e-01
1200     3.88521704e-09    4.43192241e+00    1.00136488e+01    1.41184050e-02   -1.77746526e-01
1201     3.88855037e-09    4.41077391e+00    1.00142179e+01    1.37582570e-02   -1.77286311e-01
1202     3.89188370e-09    4.40614273e+00    1.00096707e+01    8.47015107e-03   -1.76889093e-01
1203     3.89521704e-09    4.41978333e+00    1.00017925e+01    2.99553752e-04   -1.76695312e-01
1204     3.89855037e-09    4.44647384e+00    9.99316104e+00   -8.07276018e-03   -1.76774082e-01
1205     3.90188370e-09    4.47602665e+00    9.98673267e+00   -1.37729428e-02   -1.77103276e-01
1206     3.90521704e-09    4.49717049e+00    9.98516840e+00   -1.43981763e-02   -1.77567363e-01
1207     3.90855037e-09    4.50183188e+00    9.98956818e+00   -9.21140694e-03   -1.77987488e-01
1208     3.91188370e-09    4.48821461e+00    9.99835101e+00   -1.17608186e-04   -1.78191558e-01
1209     3.91521704e-09    4.46150831e+00    1.00076888e+01    8.92654982e-03   -1.78096235e-01
1210     3.91855037e-09    4.43192241e+00    1.00136488e+01    1.41183995e-02   -1.77746526e-01
1211     3.92188370e-09    4.41077391e+00    1.00142179e+01    1.37582457e-02   -1.77286310e-01
1212     3.92521704e-09    4.40614273e+00    1.00096707e+01    8.47013885e-03   -1.76889093e-01
1213     3.92855037e-09    4.41978333e+00    1.00017925e+01    2.99544339e-04   -1.76695312e-01
1214     3.93188370e-09    4.44647384e+00    9.99316104e+00   -8.07276436e-03   -1.76774082e-01
1215     3.93521704e-09    4.47602665e+00    9.98673267e+00   -1.37729401e-02   -1.77103277e-01
1216     3.93855037e-09    4.49717049e+00    9.98516841e+00   -1.43981664e-02   -1.77567363e-01
1217     3.94188370e-09    4.50183188e+00    9.98956820e+00   -9.21139288e-03   -1.77987488e-01
1218     3.94521704e-09    4.48821461e+00    9.99835103e+00   -1.17596174e-04   -1.78191558e-01
1219     3.94855037e-09    4.46150831e+00    1.00076888e+01    8.92655377e-03   -1.78096235e-01
1220     3.95188370e-09    4.43192241e+00    1.00136488e+01    1.41183941e-02   -1.77746525e-01
1221     3.95521704e-09    4.41077391e+00    1.00142179e+01    1.37582344e-02   -1.77286310e-01
1222     3.95855037e-09    4.40614273e+00    1.00096707e+01    8.47012662e-03   -1.76889093e-01
1223     3.96188370e-09    4.41978333e+00    1.00017924e+01    2.99534924e-04   -1.76695312e-01
1224     3.96521704e-09    4.44647383e+00    9.99316103e+00   -8.07276855e-03   -1.76774083e-01
1225     3.96855037e-09    4.47602665e+00    9.98673267e+00   -1.37729374e-02   -1.77103278e-01
1226     3.97188370e-09    4.49717049e+00    9.98516842e+00   -1.43981566e-02   -1.77567364e-01
1227     3.97521704e-09    4.50183188e+00    9.98956821e+00   -9.21137881e-03   -1.77987488e-01
1228     3.97855037e-09    4.48821461e+00    9.99835104e+00   -1.17584159e-04   -1.78191557e-01
1229     3.98188370e-09    4.46150831e+00    1.00076888e+01    8.92655773e-03   -1.78096234e-01
1230     3.98521704e-09    4.43192241e+00    1.00136488e+01    1.41183886e-02   -1.77746524e-01
1231     3.98855037e-09    4.41077391e+00    1.00142179e+01    1.37582230e-02   -1.77286310e-01
1232     3.99188370e-09    4.40614273e+00    1.00096707e+01    8.47011440e-03   -1.76889093e-01
1233     3.99521704e-09    4.41978333e+00    1.00017924e+01    2.99525507e-04   -1.76695313e-01
1234     3.99855037e-09    4.44647383e+00    9.99316103e+00   -8.07277274e-03   -1.76774084e-01
1235     4.00188370e-09    4.47602665e+00    9.98673267e+00   -1.37729347e-02   -1.77103278e-01
1236     4.00521704e-09    4.49717049e+00    9.98516843e+00   -1.43981467e-02   -1.77567365e-01
1237     4.00855037e-09    4.50183188e+00    9.98956822e+00   -9.21136475e-03   -1.77987488e-01
1238     4.01188370e-09    4.48821461e+00    9.99835105e+00   -1.17572141e-04   -1.78191557e-01
1239     4.01521704e-09    4.46150831e+00    1.00076888e+01    8.92656168e-03   -1.78096234e-01
1240     4.01855037e-09    4.43192242e+00    1.00136488e+01    1.41183831e-02   -1.77746524e-01
1241     4.02188370e-09    4.41077391e+00    1.00142179e+01    1.37582117e-02   -1.77286309e-01
1242     4.02521704e-09    4.40614273e+00    1.00096707e+01    8.47010216e-03   -1.76889093e-01
1243     4.02855037e-09    4.41978333e+00    1.00017924e+01    2.99516088e-04   -1.76695313e-01
1244     4.03188370e-09    4.44647383e+00    9.99316102e+00   -8.07277693e-03   -1.76774084e-01
1245     4.03521704e-09    4.47602665e+00    9.98673267e+00   -1.37729319e-02   -1.77103279e-01
1246     4.03855037e-09    4.49717049e+00    9.98516843e+00   -1.43981368e-02   -1.77567365e-01
1247     4.04188370e-09    4.50183188e+00    9.98956824e+00   -9.21135068e-03   -1.77987488e-01
1248     4.04521704e-09    4.48821461e+00    9.99835106e+00   -1.17560120e-04   -1.78191557e-01
1249     4.04855037e-09    4.46150831e+00    1.00076888e+01    8.92656564e-03   -1.78096233e-01
1250     4.05188370e-09    4.43192242e+00    1.00136488e+01    1.41183777e-02   -1.77746523e-01
1251     4.05521704e-09    4.41077391e+00    1.00142178e+01    1.37582004e-02   -1.77286309e-01
1252     4.05855037e-09    4.40614273e+00    1.00096707e+01    8.47008993e-03   -1.76889093e-01
1253     4.06188370e-09    4.41978333e+00    1.00017924e+01    2.99506667e-04   -1.76695314e-01
1254     4.06521704e-09    4.44647383e+00    9.99316101e+00   -8.07278112e-03   -1.76774085e-01
1255     4.06855037e-09    4.47602665e+00    9.98673268e+00   -1.37729292e-02   -1.77103280e-01
1256     4.07188370e-09    4.49717049e+00    9.98516844e+00   -1.43981270e-02   -1.77567366e-01
1257     4.07521704e-09    4.50183188e+00    9.98956825e+00   -9.21133661e-03   -1.77987488e-01
1258     4.07855037e-09    4.48821461e+00    9.99835108e+00   -1.17548098e-04   -1.78191556e-01
1259     4.08188370e-09    4.46150831e+00    1.00076888e+01    8.92656959e-03   -1.78096233e-01
1260     4.08521704e-09    4.43192242e+00    1.00136488e+01    1.41183722e-02   -1.77746523e-01
1261     4.08855037e-09    4.41077391e+00    1.00142178e+01    1.37581890e-02   -1.77286309e-01
1262     4.09188370e-09    4.40614273e+00    1.00096707e+01    8.47007770e-03   -1.76889093e-01
1263     4.09521704e-09    4.41978332e+00    1.00017924e+01    2.99497243e-04   -1.76695314e-01
1264     4.09855037e-09    4.44647383e+00    9.99316101e+00   -8.07278531e-03   -1.76774086e-01
1265     4.10188370e-09    4.47602665e+00    9.98673268e+00   -1.37729265e-02   -1.77103280e-01
1266     4.10521704e-09    4.49717049e+00    9.98516845e+00   -1.43981171e-02   -1.77567366e-01
1267     4.10855037e-09    4.50183188e+00    9.98956827e+00   -9.21132253e-03   -1.77987489e-01
1268     4.11188370e-09    4.48821461e+00    9.99835109e+00   -1.17536072e-04   -1.78191556e-01
1269     4.11521704e-09    4.46150831e+00    1.00076888e+01    8.92657355e-03   -1.78096232e-01
1270     4.11855037e-09    4.43192242e+00    1.00136488e+01    1.41183667e-02   -1.77746522e-01
1271     4.12188370e-09    4.41077391e+00    1.00142178e+01    1.37581777e-02   -1.77286308e-01
1272     4.12521704e-09    4.40614273e+00    1.00096707e+01    8.47006546e-03   -1.76889093e-01
1273     4.12855037e-09    4.41978332e+00    1.00017924e+01    2.99487818e-04   -1.76695314e-01
1274     4.13188370e-09    4.44647383e+00    9.99316100e+00   -8.07278950e-03   -1.76774086e-01
1275     4.13521704e-09    4.47602664e+00    9.98673268e+00   -1.37729238e-02   -1.77103281e-01
1276     4.13855037e-09    4.49717048e+00    9.98516846e+00   -1.43981072e-02   -1.77567367e-01
1277     4.14188370e-09    4.50183188e+00    9.98956828e+00   -9.21130845e-03   -1.77987489e-01
1278     4.14521704e-09    4.48821461e+00    9.99835110e+00   -1.17524044e-04   -1.78191556e-01
1279     4.14855037e-09    4.46150831e+00    1.00076888e+01    8.92657751e-03   -1.78096231e-01
1280     4.15188370e-09    4.43192242e+00    1.00136488e+01    1.41183613e-02   -1.77746521e-01
1281     4.15521704e-09    4.41077391e+00    1.00142178e+01    1.37581664e-02   -1.77286308e-01
1282     4.15855037e-09    4.40614273e+00    1.00096706e+01    8.47005322e-03   -1.76889093e-01
1283     4.16188370e-09    4.41978332e+00    1.00017924e+01    2.99478391e-04   -1.76695315e-01
1284     4.16521704e-09    4.44647383e+00    9.99316100e+00   -8.07279369e-03   -1.76774087e-01
1285     4.16855037e-09    4.47602664e+00    9.98673268e+00   -1.37729210e-02   -1.77103282e-01
1286     4.17188370e-09    4.49717048e+00    9.98516847e+00   -1.43980973e-02   -1.77567367e-01
1287     4.17521704e-09    4.50183188e+00    9.98956829e+00   -9.21129437e-03   -1.77987489e-01
1288     4.17855037e-09    4.48821461e+00    9.99835112e+00   -1.17512013e-04   -1.78191556e-01
1289     4.18188370e-09    4.46150831e+00    1.00076888e+01    8.92658147e-03   -1.78096231e-01
1290     4.18521704e-09    4.43192242e+00    1.00136488e+01    1.41183558e-02   -1.77746521e-01
1291     4.18855037e-09    4.41077391e+00    1.00142178e+01    1.37581550e-02   -1.77286308e-01
1292     4.19188370e-09    4.40614273e+00    1.00096706e+01    8.47004097e-03   -1.76889093e-01
1293     4.19521704e-09    4.41978332e+00    1.00017924e+01    2.99468962e-04   -1.76695315e-01
1294     4.19855037e-09    4.44647383e+00    9.99316099e+00   -8.07279789e-03   -1.76774088e-01
1295     4.20188370e-09    4.47602664e+00    9.98673268e+00   -1.37729183e-02   -1.77103283e-01
1296     4.20521704e-09    4.49717048e+00    9.98516848e+00   -1.43980875e-02   -1.77567368e-01
1297     4.20855037e-09    4.50183187e+00    9.98956831e+00   -9.21128028e-03   -1.77987489e-01
1298     4.21188370e-09    4.48821461e+00    9.99835113e+00   -1.17499980e-04   -1.78191555e-01
1299     4.21521704e-09    4.46150831e+00    1.00076889e+01    8.92658543e-03   -1.78096230e-01
1300     4.21855037e-09    4.43192242e+00    1.00136488e+01    1.41183503e-02   -1.77746520e-01
1301     4.22188370e-09    4.41077391e+00    1.00142178e+01    1.37581437e-02   -1.77286307e-01
1302     4.22521704e-09    4.40614273e+00    1.00096706e+01    8.47002873e-03   -1.76889093e-01
1303     4.22855037e-09    4.41978332e+00    1.00017924e+01    2.99459530e-04   -1.76695316e-01
1304     4.23188370e-09    4.44647382e+00    9.99316099e+00   -8.07280208e-03   -1.76774088e-01
1305     4.23521704e-09    4.47602664e+00    9.98673268e+00   -1.37729156e-02   -1.77103283e-01
1306     4.23855037e-09    4.49717048e+00    9.98516849e+00   -1.43980776e-02   -1.77567368e-01
1307     4.24188370e-09    4.50183187e+00    9.98956832e+00   -9.21126620e-03   -1.77987489e-01
1308     4.24521704e-09    4.48821461e+00    9.99835114e+00   -1.17487944e-04   -1.78191555e-01
1309     4.24855037e-09    4.46150831e+00    1.00076889e+01    8.92658939e-03   -1.78096230e-01
1310     4.25188370e-09    4.43192242e+00    1.00136488e+01    1.41183448e-02   -1.77746520e-01
1311     4.25521704e-09    4.41077392e+00    1.00142178e+01    1.37581323e-02   -1.77286307e-01
1312     4.25855037e-09    4.40614273e+00    1.00096706e+01    8.47001648e-03   -1.76889093e-01
1313     4.26188370e-09    4.41978332e+00    1.00017924e+01    2.99450097e-04   -1.76695316e-01
1314     4.26521704e-09    4.44647382e+00    9.99316098e+00   -8.07280628e-03   -1.76774089e-01
1315     4.26855037e-09    4.47602664e+00    9.98673268e+00   -1.37729129e-02   -1.77103284e-01
1316     4.27188370e-09    4.49717048e+00    9.98516850e+00   -1.43980677e-02   -1.77567369e-01
1317     4.27521704e-09    4.50183187e+00    9.98956834e+00   -9.21125211e-03   -1.77987489e-01
1318     4.27855037e-09    4.48821461e+00    9.99835115e+00   -1.17475905e-04   -1.78191555e-01
1319     4.28188370e-09    4.46150831e+00    1.00076889e+01    8.92659335e-03   -1.78096229e-01
1320     4.28521704e-09    4.43192242e+00    1.00136488e+01    1.41183394e-02   -1.77746519e-01
1321     4.28855037e-09    4.41077392e+00    1.00142178e+01    1.37581210e-02   -1.77286306e-01
1322     4.29188370e-09    4.40614273e+00    1.00096706e+01    8.47000422e-03   -1.76889093e-01
1323     4.29521704e-09    4.41978332e+00    1.00017923e+01    2.99440661e-04   -1.76695316e-01
1324     4.29855037e-09    4.44647382e+00    9.99316098e+00   -8.07281048e-03   -1.76774090e-01
1325     4.30188370e-09    4.47602664e+00    9.98673269e+00   -1.37729101e-02   -1.77103285e-01
1326     4.30521704e-09    4.49717048e+00    9.98516851e+00   -1.43980578e-02   -1.77567370e-01
1327     4.30855037e-09    4.50183187e+00    9.98956835e+00   -9.21123801e-03   -1.77987490e-01
1328     4.31188370e-09    4.48821461e+00    9.99835117e+00   -1.17463864e-04   -1.78191554e-01
1329     4.31521704e-09    4.46150831e+00    1.00076889e+01    8.92659732e-03   -1.78096229e-01
1330     4.31855037e-09    4.43192242e+00    1.00136488e+01    1.41183339e-02   -1.77746518e-01
1331     4.32188370e-09    4.41077392e+00    1.00142178e+01    1.37581096e-02   -1.77286306e-01
1332     4.32521704e-09    4.40614273e+00    1.00096706e+01    8.46999197e-03   -1.76889093e-01
1333     4.32855037e-09    4.41978332e+00    1.00017923e+01    2.99431224e-04   -1.76695317e-01
1334     4.33188370e-09    4.44647382e+00    9.99316097e+00   -8.07281467e-03   -1.76774090e-01
1335     4.33521704e-09    4.47602664e+00    9.98673269e+00   -1.37729074e-02   -1.77103286e-01
1336     4.33855037e-09    4.49717048e+00    9.98516852e+00   -1.43980479e-02   -1.77567370e-01
1337     4.34188370e-09    4.50183187e+00    9.98956836e+00   -9.21122391e-03   -1.77987490e-01
1338     4.34521704e-09    4.48821461e+00    9.99835118e+00   -1.17451820e-04   -1.78191554e-01
1339     4.34855037e-09    4.46150831e+00    1.00076889e+01    8.92660128e-03   -1.78096228e-01
1340     4.35188370e-09    4.43192242e+00    1.00136488e+01    1.41183284e-02   -1.77746518e-01
1341     4.35521704e-09    4.41077392e+00    1.00142177e+01    1.37580983e-02   -1.77286306e-01
1342     4.35855037e-09    4.40614273e+00    1.00096706e+01    8.46997971e-03   -1.76889093e-01
1343     4.36188370e-09    4.41978332e+00    1.00017923e+01    2.99421784e-04   -1.76695317e-01
1344     4.36521704e-09    4.44647382e+00    9.99316097e+00   -8.07281887e-03   -1.76774091e-01
1345     4.36855037e-09    4.47602663e+00    9.98673269e+00   -1.37729047e-02   -1.77103286e-01
1346     4.37188370e-09    4.49717048e+00    9.98516852e+00   -1.43980380e-02   -1.77567371e-01
1347     4.37521704e-09    4.50183187e+00    9.98956838e+00   -9.21120981e-03   -1.77987490e-01
1348     4.37855037e-09    4.48821461e+00    9.99835119e+00   -1.17439774e-04   -1.78191554e-01
1349     4.38188370e-09    4.46150831e+00    1.00076889e+01    8.92660524e-03   -1.78096227e-01
1350     4.38521704e-09    4.43192242e+00    1.00136488e+01    1.41183229e-02   -1.77746517e-01
